completed | 00001_amaru | 余る | general | godan verb
completed | 01562_shoujiki | 正直 | general | na-adjective, noun
completed | 01567_shinkoku | 深刻 | general | na-adjective
completed | 01568_jiken | 事件 | general | noun
completed | 01571_jitto | じっと | general | adverb
completed | 01576_joukyou | 状況 | general | noun
completed | 01578_jinrui | 人類 | general | noun
completed | 01579_kougi | 講義 | general | noun
completed | 01581_sudeni | 既に | general | adverb
completed | 01583_seiketsu | 清潔 | general | na-adjective, noun
completed | 01584_koutsuu | 交通 | general | noun
completed | 01585_sekkyokuteki | 積極的 | general | na-adjective
completed | 01586_koudou | 講堂 | general | noun
completed | 01587_senkou | 専攻 | general | noun, suru verb
completed | 01588_koumuin | 公務員 | general | noun
completed | 01589_soutou | 相当 | general | adverb, na-adjective, suru verb
completed | 01591_touzen | 当然 | general | adverb, na-adjective, noun
completed | 01595_nichijou | 日常 | general | noun, no-adjective
completed | 01598_hijou | 非常 | general | noun, na-adjective
completed | 01601_shiai | 試合 | general | noun
completed | 01602_buji | 無事 | general | noun, na-adjective
completed | 01603_shikata | 仕方 | general | noun
completed | 01607_omoni | 主に | general | adverb
completed | 01608_jishin | 地震 | general | noun
completed | 01609_ooini | 大いに | general | adverb
completed | 01610_jama | 邪魔 | general | noun, na-adjective
completed | 01612_juudou | 柔道 | general | noun
completed | 01618_jinkou | 人口 | general | noun
completed | 01620_jinja | 神社 | general | noun
completed | 01621_tekisetsu | 適切 | general | na-adjective
completed | 01623_suiei | 水泳 | general | noun
completed | 01624_iji | 維持 | general | noun, suru verb
completed | 01625_sumi | 隅 | general | noun
completed | 01626_ijiwaru | 意地悪 | general | na-adjective, noun, suru verb
completed | 01628_isshu | 一種 | general | noun
completed | 01629_seiji | 政治 | general | noun
completed | 01630_kimyou | 奇妙 | general | na-adjective
completed | 01633_sabetsu | 差別 | general | noun, suru verb
completed | 01635_zaisan | 財産 | general | noun
completed | 01638_seishitsu | 性質 | general | noun
completed | 01641_juudai | 重大 | general | na-adjective
completed | 01642_matomaru | まとまる | general | verb (godan)
completed | 01643_sotsugyou | 卒業 | general | noun, verb (suru)
completed | 01648_kouhei | 公平 | general | na-adjective, noun
completed | 01649_shuyou | 主要 | general | na-adjective
completed | 01650_tana | 棚 | general | noun
completed | 01651_tanoshimi | 楽しみ | general | noun, na-adjective
completed | 01652_tettei | 徹底 | general | noun, suru verb
completed | 01653_daigakusei | 大学生 | general | noun
completed | 01654_douyou | 同様 | general | na-adjective, noun
completed | 01656_dokutoku | 独特 | general | na-adjective, noun
completed | 01660_fusei | 不正 | general | noun, na-adjective
completed | 01661_chikara | 力 | general | noun
completed | 01662_muryou | 無料 | general | noun, no-adjective
completed | 01664_meikaku | 明確 | general | na-adjective
completed | 01665_chuusha | 注射 | general | noun, verb (suru)
completed | 01666_yuiitsu | 唯一 | general | noun, no-adjective
completed | 01668_youten | 要点 | general | noun
completed | 01671_aikawarazu | 相変わらず | general | adverb
completed | 01672_tsugou | 都合 | general | noun
completed | 01673_aijou | 愛情 | general | noun
completed | 01675_aizu | 合図 | general | noun, suru verb
completed | 01676_tera | 寺 | general | noun
completed | 01677_aite | 相手 | general | noun
completed | 01678_tenkiyohou | 天気予報 | general | noun
completed | 01679_ainiku | あいにく | general | adverb, na-adjective
completed | 01680_tooku | 遠く | general | noun, adverb
completed | 01685_atarimae | 当たり前 | general | na-adjective, noun
completed | 01689_atsumari | 集まり | general | noun
completed | 01691_ana | 穴 | general | noun
completed | 01693_abura | 油 | general | noun
completed | 01695_arashi | 嵐 | general | noun
completed | 01697_arata | 新た | general | na-adjective
completed | 01698_hatsuon | 発音 | general | noun, verb (suru)
completed | 01699_angai | 案外 | general | adverb
completed | 01701_anki | 暗記 | general | noun/suru verb
completed | 01703_antei | 安定 | general | noun/suru verb
completed | 01704_baai | 場合 | general | noun
completed | 01705_bangumi | 番組 | general | noun
completed | 01708_iin | 委員 | general | noun
completed | 01710_igo | 以後 | general | adverb
completed | 01711_hisashiburi | 久しぶり | general | noun, na-adjective
completed | 01712_ishi | 意志 | general | noun
completed | 01714_ishiki | 意識 | general | noun/suru verb
completed | 01716_ijou | 異常 | general | noun/na-adjective
completed | 01717_bijutsukan | 美術館 | general | noun
completed | 01719_izen | 依然 | general | adverb
completed | 01721_ichiou | 一応 | general | adverb
completed | 01722_houritsu | 法律 | general | noun
completed | 01724_hodo | 程 | general | particle, noun
completed | 01725_honyaku | 翻訳 | general | noun, verb (suru)
completed | 01726_issei | 一斉 | general | adverb/no-adjective
completed | 01727_boueki | 貿易 | general | noun, verb (suru)
completed | 01732_mawari | 周り | general | noun
completed | 01733_icchi | 一致 | general | noun/suru verb
completed | 01735_ittei | 一定 | general | noun/no-adjective
completed | 01736_mottomo | 最も | general | adverb
completed | 01737_ippan | 一般 | general | noun/no-adjective
completed | 01738_momen | 木綿 | general | noun
completed | 01739_ippou | 一方 | general | noun/conjunction
completed | 01741_idou | 移動 | general | noun/suru verb
completed | 01742_yunyuu | 輸入 | general | noun, verb (suru)
completed | 01743_imasara | 今更 | general | adverb
completed | 01746_youi | 用意 | general | noun, verb (suru)
completed | 01748_yoshuu | 予習 | general | noun, verb (suru)
completed | 01751_kousei | 公正 | general | noun/na-adjective
completed | 01752_riyou | 利用 | general | noun, verb (suru)
completed | 01753_juutai | 重体 | general | noun
completed | 01754_rusu | 留守 | general | noun
completed | 01757_tannaru | 単なる | general | pre-noun adjective
completed | 01758_wasuremono | 忘れ物 | general | noun
completed | 01759_douitsu | 同一 | general | noun/no-adjective
completed | 01760_wariai | 割合 | general | noun, adverb
completed | 01761_akusesarii | アクセサリー | general | noun
completed | 01764_mi | 身 | general | noun
completed | 01765_anaunsaa | アナウンサー | general | noun
completed | 01766_myou | 妙 | general | na-adjective/noun
completed | 01770_atari | 辺り | general | noun
completed | 01771_arukooru | アルコール | general | noun
completed | 01773_araware | 現れ | general | noun
completed | 01774_ootobai | オートバイ | general | noun
completed | 01775_aware | 哀れ | general | na-adjective/noun
completed | 01776_an | 案 | general | noun
completed | 01778_iin | 医院 | general | noun
completed | 01779_jamu | ジャム | general | noun
completed | 01781_suutsukeesu | スーツケース | general | noun
completed | 01782_ikioi | 勢い | general | noun/adverb
completed | 01784_tenisu | テニス | general | noun
completed | 01785_hanbaagu | ハンバーグ | general | noun
completed | 01786_iji | 意地 | general | noun
completed | 01787_izumi | 泉 | general | noun
completed | 01788_papa | パパ | general | noun
completed | 01791_purezento | プレゼント | general | noun, verb (suru)
completed | 01792_ita | 板 | general | noun
completed | 01793_ippai | 一杯 | general | noun, adverb, na-adjective
completed | 01794_itazura | いたずら | general | noun/na-adjective/suru verb
completed | 01798_idai | 偉大 | general | na-adjective/noun
completed | 01800_kakkou | 格好 | general | noun, na-adjective
completed | 01801_ichidoni | 一度に | general | adverb
completed | 01803_ichiba | 市場 | general | noun
completed | 01804_sutto | すっと | general | adverb
completed | 01805_isshun | 一瞬 | general | noun/adverb
completed | 01807_ittai | 一帯 | general | noun
completed | 01812_itsunomanika | いつの間にか | general | adverb
completed | 01814_itsumademo | いつまでも | general | adverb
completed | 01818_idou | 異動 | general | noun/suru verb
completed | 01819_azukeru | 預ける | general | verb (ichidan)
completed | 01823_haikensuru | 拝見する | general | noun, verb (suru)
completed | 01824_ihan | 違反 | general | noun/suru verb
completed | 01826_koshousuru | 故障する | general | noun, verb (suru)
completed | 01827_imani | 今に | general | adverb
completed | 01828_shitakusuru | 支度する | general | noun, verb (suru)
completed | 01829_imanimo | 今にも | general | adverb
completed | 01830_shussekisuru | 出席する | general | noun, verb (suru)
completed | 01833_shoutaisuru | 招待する | general | noun, verb (suru)
completed | 01834_iraira | いらいら | general | adverb/suru verb/noun
completed | 01836_iryou | 医療 | general | noun
completed | 01838_iwai | 祝い | general | noun
completed | 01840_iwayuru | いわゆる | general | pre-noun adjective
completed | 01841_seisansuru | 生産する | general | noun, verb (suru)
completed | 01842_oi | 老い | general | noun
completed | 01843_sewasuru | 世話する | general | noun, verb (suru)
completed | 01845_soudansuru | 相談する | general | noun, verb (suru)
completed | 01847_taiinsuru | 退院する | general | noun, verb (suru)
completed | 01848_intai | 引退 | general | noun/suru verb
completed | 01849_nyuuinsuru | 入院する | general | noun, verb (suru)
completed | 01850_inyou | 引用 | general | noun/suru verb
completed | 01851_nyuugakusuru | 入学する | general | noun, verb (suru)
completed | 01852_housousuru | 放送する | general | noun, verb (suru)
completed | 01854_usagi | 兎 | general | noun
completed | 01855_yushutsusuru | 輸出する | general | noun, verb (suru)
completed | 01856_atatamaru | 暖まる | general | verb (godan)
completed | 01857_ushi | 牛 | general | noun
completed | 01858_atatameru | 暖める | general | verb (ichidan)
completed | 01860_ataru | 当たる | general | verb (godan)
completed | 01861_uchuu | 宇宙 | general | noun
completed | 01862_atsukau | 扱う | general | verb (godan)
completed | 01864_ateru | 当てる | general | verb (ichidan)
completed | 01866_arasou | 争う | general | verb (godan)
completed | 01867_umare | 生まれ | general | noun
completed | 01870_arawareru | 現れる | general | verb (ichidan)
completed | 01872_awaseru | 合わせる | general | verb (ichidan)
completed | 01873_eien | 永遠 | general | noun/no-adjective
completed | 01874_awateru | 慌てる | general | verb (ichidan)
completed | 01875_eikyuu | 永久 | general | noun/no-adjective
completed | 01877_eikyou | 影響 | general | noun/suru verb
completed | 01878_eigyou | 営業 | general | noun/suru verb
completed | 01879_itameru | 炒める | general | verb (ichidan)
completed | 01880_eisei | 衛星 | general | noun
completed | 01881_iwau | 祝う | general | verb (godan)
completed | 01882_eiyou | 栄養 | general | noun
completed | 01885_ugokasu | 動かす | general | verb (godan)
completed | 01888_enki | 延期 | general | noun/suru verb
completed | 01889_utagau | 疑う | general | verb (godan)
completed | 01890_engi | 演技 | general | noun/suru verb
completed | 01891_uttaeru | 訴える | general | verb (ichidan)
completed | 01892_enjo | 援助 | general | noun/suru verb
completed | 01894_enzetsu | 演説 | general | noun/suru verb
